Make,cc,Age,Gender,DriveStyle,Serviced,Daily_commute,Commute_type,mpg,l_day
Peugeot,1500,22,female,distracted,yes,31,urban,41.48106666666666,4.203725072965015
Audi,2000,39,female,rational,no,45,urban,27.999408891999998,9.040369422667455
Mazda,1600,54,female,rational,yes,43,rural,44.99995,5.375005972228858
Mazda,1300,25,female,distracted,yes,24,highway,62.222153846153844,2.169645241368397
Kia,1000,28,female,rational,no,44,highway,72.799111112,3.3997667858777296
Mercedes Benz,1600,42,female,speedy,yes,48,highway,45.49995,5.934072455024674
BMW,1500,38,female,rational,no,38,urban,37.33254518933333,5.72556730102272
Audi,2000,65,female,rational,yes,34,highway,40.4444,4.7287139875977875
Opel,1600,20,male,speedy,yes,28,rural,42.52495275,3.7037078189346135
Nissan,2400,39,female,speedy,yes,27,urban,23.3331,6.508993661365184
Dacia,1600,34,female,speedy,no,31,urban,31.499335003499997,5.535831152645749
Nissan,1600,84,female,rational,yes,29,urban,38.8885,4.194684803990897
Toyota,1300,35,male,rational,no,40,highway,58.799282051999995,3.8265773347541554
Volkswagen,2000,71,male,nervous,yes,32,urban,34.299656999999996,5.247865889737615
Saab,1500,42,female,rational,no,26,highway,50.9593777784,2.8699330010656166
Nissan,1600,60,female,rational,no,22,urban,34.999261114999996,3.535788929754382
Mercedes Benz,1300,64,male,rational,yes,47,highway,65.33326153846153,4.046560569218836
BMW,1400,34,female,distracted,yes,22,urban,44.444,2.78440284402844
Hyundai,1000,25,female,rational,no,28,rural,64.79920800080001,2.430585262678758
Audi,1500,59,female,speedy,yes,43,highway,48.53328,4.98369366339963
Mitsubishi,1500,29,male,nervous,yes,36,urban,45.732876000000005,4.427886844466111
Hyundai,2000,31,female,distracted,yes,25,urban,31.110799999999998,4.520134487059157
Nissan,2000,16,male,rational,no,48,urban,29.3993793366,9.18386735001138
Audi,1500,37,female,rational,yes,48,urban,41.48106666666666,6.508993661365184
Audi,1300,20,male,rational,no,49,urban,45.229814364,6.093878647872135
Audi,1600,25,female,speedy,yes,37,rural,40.499955,5.138894598771776
Skoda,1300,73,male,rational,yes,32,highway,65.33326153846153,2.755105068404314
Kia,1600,25,male,rational,yes,43,urban,40.832924999999996,5.923528623041332
Volkswagen,1000,32,female,rational,yes,24,urban,62.221599999999995,2.169664553788395
Mazda,2000,26,female,speedy,yes,35,highway,36.39996,5.408659789736032
Audi,1600,26,female,speedy,no,21,highway,40.949500000499995,2.8846506061992865
BMW,1600,29,male,speedy,no,41,urban,33.074301753674995,6.972936321304939
Ford,1400,52,male,rational,no,29,highway,54.599333334,2.9876738421349747
Volkswagen,2400,30,female,speedy,yes,29,highway,30.3333,5.377753162366112
Ford,1600,51,female,rational,yes,29,urban,38.8885,4.194684803990897
Renault,1500,53,female,rational,yes,39,highway,53.92586666666666,4.0680848275657455
Honda,2000,22,female,speedy,yes,22,urban,27.99972,4.419687054013397
Mazda,2400,43,female,nervous,yes,42,rural,31.499965000000007,7.50000833334259
Skoda,1300,25,male,rational,no,48,urban,45.229814364,5.969513777507397
Skoda,1600,34,male,distracted,yes,34,urban,40.832924999999996,4.683720306590821
Kia,1000,45,female,nervous,yes,45,rural,75.599916,3.348218005956515
Nissan,1600,65,female,speedy,yes,28,highway,45.49995,3.4615422654310604
Renault,1400,43,female,speedy,yes,21,urban,39.9996,2.9531545315453154
Vauxhall,2000,38,male,speedy,yes,43,urban,29.399706000000002,8.227123087557406
Toyota,1000,48,female,rational,no,47,urban,55.998817783999996,4.721081809615226
Renault,1300,52,male,rational,no,22,urban,45.229814364,2.7360271480242235
Honda,2000,44,female,rational,yes,49,highway,40.4444,6.8149113350674
Audi,1600,51,female,distracted,yes,31,urban,38.8885,4.483973411162682
Opel,1600,46,male,rational,yes,38,highway,53.083275,4.026692023052459
Seat,1300,72,female,rational,no,45,urban,43.076013679999996,5.876240124733845
Skoda,2000,28,female,rational,yes,47,highway,40.4444,6.536751688738119
Dacia,2000,17,male,rational,yes,36,urban,32.66634,6.199041582252557
Skoda,2000,22,female,rational,yes,48,highway,40.4444,6.675831511902759
Toyota,1600,61,male,rational,no,42,rural,42.524480250524995,5.55562345755145
Opel,1500,20,female,rational,yes,39,highway,53.92586666666666,4.0680848275657455
Nissan,2400,20,female,speedy,yes,35,urban,23.3331,8.437584375843757
Ford,2000,27,female,rational,yes,33,urban,31.110799999999998,5.966577522918087
Kia,1600,49,male,distracted,yes,45,urban,40.832924999999996,6.1990415822525575
Skoda,1600,27,female,rational,no,26,highway,45.499444444999995,3.214324961193491
Ford,1600,54,female,rational,no,43,urban,34.999261114999996,6.9108601808835655
Honda,1300,53,female,speedy,yes,49,urban,43.076492307692305,6.398501485014851
Ford,1300,26,female,rational,yes,34,highway,62.222153846153844,3.0736640919385625
Volkswagen,1600,42,male,distracted,yes,47,urban,40.832924999999996,6.474554541463782
Hyundai,2400,38,male,rational,yes,25,rural,31.499965000000007,4.464290674608685
Volkswagen,2000,33,male,rational,yes,24,highway,42.46662,3.178967386620362
Ford,1600,45,male,rational,no,40,urban,36.74922417075,6.1225782333409215
Opel,1600,56,male,rational,yes,32,urban,40.832924999999996,4.408207347379596
Seat,1300,35,male,nervous,yes,41,highway,68.59992461538462,3.3618841608505017
Volkswagen,1600,55,female,speedy,yes,33,urban,34.999649999999995,5.303624464816077
Ford,1600,50,female,rational,yes,43,urban,38.8885,6.2197050541933985
Opel,1400,25,female,slow,no,27,highway,51.99936508,2.9207087387767774
Audi,2000,47,male,slow,no,38,highway,38.219533333799994,5.592689950794536
Ford,1600,31,male,rational,no,28,urban,36.74922417075,4.285804763338645
Fiat,2000,24,male,slow,yes,20,highway,42.46662,2.6491394888503015
Hyundai,1300,58,female,rational,yes,21,highway,62.222153846153844,1.8984395861973473
Toyota,1600,35,female,rational,yes,43,highway,50.555499999999995,4.7843459168636455
Toyota,1300,37,male,rational,no,39,urban,45.229814364,4.85022994422476
Opel,1600,34,male,distracted,no,37,highway,47.774416667249994,4.356411119566269
Volkswagen,2000,25,female,speedy,yes,20,urban,27.99972,4.017897321830361
Suzuki,1600,38,female,rational,yes,22,highway,50.555499999999995,2.447804887697679
Skoda,2000,26,female,rational,yes,40,highway,40.4444,5.563192926585633
Hyundai,2000,48,female,rational,no,21,highway,36.399555556,3.2452319319741965
Honda,2400,37,male,distracted,yes,48,urban,27.221950000000003,9.91846653160409
Ford,2500,72,female,nervous,yes,21,highway,33.973296,3.4769955791160214
Nissan,2000,29,female,nervous,yes,46,urban,32.66634,7.920997577322711
Toyota,2000,57,female,rational,no,32,rural,32.399604000400004,5.555623457551447
Ford,1300,70,male,rational,yes,38,urban,50.25590769230769,4.253231307823283
Vauxhall,1600,66,female,distracted,no,44,urban,34.999261114999996,7.071577859508764
Suzuki,2500,31,male,rational,yes,45,highway,33.973296,7.450704812391474
Opel,1600,25,female,speedy,no,22,urban,31.499335003499997,3.9286543663937574
Toyota,2000,48,female,speedy,no,47,urban,25.199468002799996,10.491292910256057
Suzuki,1500,35,male,rational,no,26,urban,39.1991724488,3.7309461109421234
Seat,1600,34,female,nervous,yes,30,highway,53.083275,3.178967386620362
BMW,2000,25,male,rational,yes,45,highway,42.46662,5.960563849913179
Volvo,1500,45,male,rational,no,40,urban,39.1991724488,5.739917093757113
Audi,1400,49,male,distracted,yes,36,highway,60.6666,3.33791575595138
Toyota,1000,36,male,nervous,no,29,urban,61.73869660686,2.642184059031052
Nissan,1400,62,male,speedy,yes,45,urban,41.99958,6.026845982745542
Mazda,2400,28,female,rational,no,43,highway,30.33296296333333,7.973998461422313
Kia,2000,45,male,rational,no,32,urban,29.3993793366,6.12257823334092
Toyota,2000,34,female,distracted,yes,43,urban,31.110799999999998,7.77463131774175
Kia,1600,29,male,rational,yes,31,highway,53.083275,3.2849329661743742
Mitsubishi,1600,37,female,slow,yes,37,urban,38.8885,5.35183923267804
Audi,2000,41,male,speedy,no,28,highway,34.39758000042001,4.578810486030612
Kia,1600,27,male,rational,yes,20,highway,53.083275,2.1193115910802414
Kia,1400,31,male,rational,no,34,urban,41.999113338,4.55366756104731
Volkswagen,1000,30,male,speedy,no,30,highway,68.79516000084001,2.4529341889449707
BMW,2000,54,male,rational,yes,24,rural,37.799958,3.571432539686949
Seat,1600,49,male,speedy,yes,43,rural,42.52495275,5.687837007649585
Mazda,1300,28,male,speedy,yes,38,urban,45.23031692307692,4.725812564248092
Ford,1600,30,female,speedy,yes,43,urban,34.999649999999995,6.910783393548222
Ford,1500,30,male,speedy,yes,40,highway,50.95994399999999,4.415232481417171
Dacia,1600,53,female,rational,yes,30,urban,38.8885,4.3393291075767895
Opel,1600,73,male,speedy,no,46,highway,42.996975000525,6.017865210211663
Subaru,1400,53,male,rational,yes,45,urban,46.6662,5.424161384470987
Renault,1600,37,male,rational,yes,40,highway,53.083275,4.238623182160483
Opel,1400,22,female,rational,yes,43,urban,44.444,5.442241922419224
Ford,1600,25,female,rational,yes,22,highway,50.555499999999995,2.447804887697679
Citroen,2000,42,male,rational,no,42,urban,29.3993793366,8.035883931259958
Renault,1600,46,male,rational,yes,32,urban,40.832924999999996,4.408207347379596
Volkswagen,1600,22,male,rational,yes,40,highway,53.083275,4.238623182160483
Nissan,1000,39,female,rational,yes,38,urban,62.221599999999995,3.4353022101649593
BMW,1500,58,female,speedy,yes,26,urban,37.33296,3.917449888784602
Audi,2400,60,female,rational,no,28,urban,23.332840743333332,6.750142502258366
Ford,1000,55,female,rational,no,36,rural,64.79920800080001,3.125038194872689
Toyota,900,72,male,rational,yes,48,highway,94.37026666666665,2.861070647958326
Hyundai,1500,59,male,rational,yes,44,highway,56.622159999999994,4.371080156602998
Mercedes Benz,2000,51,male,rational,no,48,rural,34.01958420042,7.936604939359212
Kia,1500,37,female,distracted,yes,20,highway,53.92586666666666,2.086197347469613
Volkswagen,2400,75,female,rational,yes,27,highway,33.70366666666667,4.5061862705343625
Audi,1600,29,female,rational,yes,24,highway,50.555499999999995,2.6703326047611045
BMW,1300,58,male,rational,yes,32,urban,50.25590769230769,3.5816684697459222
Toyota,1000,65,male,distracted,yes,40,highway,84.93324,2.6491394888503015
Ford,2000,32,male,speedy,yes,46,highway,38.219958000000005,6.770023138172991
Opel,1600,27,male,rational,no,23,highway,47.774416667249994,2.708039344595248
Seat,1300,40,male,nervous,yes,24,urban,52.76870307692308,2.558334621247087
Land Rover,2000,55,male,rational,no,42,highway,38.219533333799994,6.181394156141328
Audi,1400,32,female,rational,no,23,urban,39.99915556,3.2344432823321334
Volkswagen,2400,37,male,rational,no,26,highway,31.849611111500003,4.591892801704986
Toyota,1500,42,female,rational,no,38,urban,37.33254518933333,5.72556730102272
Nissan,1500,16,female,rational,no,20,highway,48.53274074133333,2.318022808552998
Skoda,1300,27,male,slow,yes,34,urban,50.25590769230769,3.8055227491050423
Nissan,2000,82,male,rational,yes,36,highway,42.46662,4.768451079930543
Peugeot,1600,16,female,speedy,yes,49,highway,45.49995,6.057698964504356
Skoda,1600,40,female,rational,yes,46,highway,50.555499999999995,5.118137492458784
Volkswagen,2000,69,female,rational,yes,33,highway,40.4444,4.589634164433147
Ford,1600,27,female,rational,yes,33,urban,38.8885,4.773262018334468
Hyundai,2400,21,female,speedy,no,44,urban,20.999556669,11.785963099181274
Ford,2000,35,female,rational,yes,36,urban,31.110799999999998,6.508993661365186
Volkswagen,1300,42,male,distracted,yes,32,urban,50.25590769230769,3.5816684697459222
Toyota,1300,60,female,rational,no,28,highway,55.99931624,2.812534341044304
Audi,1500,74,female,rational,yes,22,urban,41.48106666666666,2.983288761459043
Skoda,2000,82,male,rational,yes,33,highway,42.46662,4.371080156602997
Volkswagen,2000,51,female,nervous,no,36,urban,29.3993793366,6.887900512508534
Ford,2000,51,male,rational,yes,40,highway,42.46662,5.298278977700603
Hyundai,2000,25,male,rational,yes,30,urban,32.66634,5.165867985210464
Peugeot,1300,78,female,rational,yes,36,highway,62.222153846153844,3.2544678620525955
Honda,2000,57,female,rational,no,32,highway,36.399555556,4.945115324913061
Volkswagen,1300,33,female,rational,yes,37,highway,62.222153846153844,3.344869747109612
Volkswagen,1600,64,female,distracted,yes,21,urban,38.8885,3.037530375303753
Citroen,1500,65,male,rational,yes,30,highway,56.622159999999994,2.9802819249565897
Ford,1600,53,male,rational,yes,20,highway,53.083275,2.1193115910802414
Seat,2000,23,male,rational,yes,22,highway,42.46662,2.914053437735332
Ford,1600,36,female,rational,yes,38,highway,50.555499999999995,4.228026624205082
Renault,2000,46,male,rational,yes,40,highway,42.46662,5.298278977700603
Volkswagen,1500,30,female,rational,no,24,highway,48.53274074133333,2.781627370263598
Lexus,1400,54,female,rational,yes,24,rural,51.428514285714286,2.6250029166699074
Renault,2000,41,male,slow,yes,41,highway,42.46662,5.430735952143118
Toyota,1600,76,female,rational,yes,41,highway,50.555499999999995,4.56181819980022
Toyota,1600,28,male,speedy,no,21,urban,33.074301753674995,3.571503969448871
Toyota,1300,37,female,rational,yes,31,highway,62.222153846153844,2.8024584367675125
Ford,1500,25,female,nervous,no,49,highway,50.9593777784,5.408719886623661
Ford,2000,34,male,speedy,yes,42,highway,38.219958000000005,6.181325473984036
Volkswagen,2000,65,female,rational,no,27,highway,36.399555556,4.172441055395396
Opel,1400,61,male,rational,yes,22,urban,46.6662,2.651812232408038
Nissan,2000,68,male,rational,no,32,highway,38.219533333799994,4.709633642774346
Volkswagen,1500,35,female,rational,no,26,rural,43.199472000533326,3.3854580444454143
Honda,1000,20,female,rational,no,30,highway,72.799111112,2.3180228085529975
Vauxhall,2000,23,male,rational,yes,41,highway,42.46662,5.430735952143118
Volkswagen,1300,30,female,slow,no,35,urban,43.076013679999996,4.570408985904102
Volkswagen,2400,38,male,speedy,yes,29,urban,24.499755000000004,6.658229847604597
Peugeot,1600,42,male,speedy,yes,24,highway,47.774947499999996,2.8257487881069885
Toyota,1300,41,female,rational,yes,23,highway,62.222153846153844,2.0792433563113804
Toyota,1300,50,female,distracted,no,29,highway,55.99931624,2.9129819960816006
Suzuki,1600,69,female,speedy,yes,45,urban,34.999649999999995,7.23221517929465
Honda,1400,77,female,rational,yes,27,urban,44.444,3.417221672216722
Land Rover,1300,36,female,nervous,yes,30,urban,50.25590769230769,3.3578141903868017
Peugeot,1300,28,female,nervous,yes,44,highway,65.33326153846153,3.788269469055932
Volkswagen,1600,60,female,rational,no,46,highway,45.499444444999995,5.686882623650022
Ford,1300,24,male,rational,no,44,urban,45.229814364,5.472054296048447
Audi,2000,43,male,speedy,yes,45,urban,29.399706000000002,8.609779975350772
Toyota,2000,74,male,nervous,no,49,highway,40.13051000049,6.86821572904592
Volkswagen,1300,52,male,rational,no,20,urban,45.229814364,2.487297407294749
Jaguar,2000,33,male,speedy,no,23,highway,34.39758000042001,3.7611657563822884
Mazda,1500,50,female,distracted,yes,30,urban,41.48106666666666,4.06812103835324
Volkswagen,2500,61,female,rational,yes,37,urban,24.88864,8.36224880105944
Citroen,2000,20,male,nervous,yes,33,urban,34.299656999999996,5.411861698791915
Peugeot,1300,21,male,rational,no,33,urban,45.229814364,4.104040722036335
BMW,2000,34,male,rational,yes,48,urban,32.66634,8.265388776336742
Peugeot,1400,61,male,rational,no,39,highway,54.599333334,4.017906201491862
Hyundai,1600,23,female,speedy,yes,33,highway,45.49995,4.079674812829464
Volkswagen,1400,38,female,distracted,yes,31,rural,51.428514285714286,3.3906287673652966
Renault,2000,25,female,distracted,yes,35,highway,40.4444,4.867793810762429
Nissan,2000,22,male,rational,yes,35,highway,42.46662,4.635994105488028
Peugeot,2000,41,male,rational,yes,42,highway,42.46662,5.563192926585634
Ford,1500,29,male,rational,yes,45,urban,43.555119999999995,5.811601483361772
Ford,1600,40,male,nervous,yes,49,urban,42.874571249999995,6.4286357149285775
Nissan,2000,46,female,rational,yes,44,highway,40.4444,6.119512219244196
Fiat,2400,65,female,nervous,no,33,urban,24.499482780500003,7.576690563759389
Skoda,2000,42,male,rational,yes,40,urban,32.66634,6.8878239802806185
Ford,1500,33,female,speedy,yes,40,urban,37.33296,6.026845982745541
Volkswagen,1600,53,male,speedy,yes,28,highway,47.774947499999996,3.2967069194581535
Ford,1400,39,female,rational,no,47,highway,51.99936508,5.084196693426242
Kia,1400,37,male,speedy,yes,26,highway,54.599940000000004,2.678574372059749
Vauxhall,1500,70,female,rational,yes,40,highway,53.92586666666666,4.172394694939226
Hyundai,1300,50,female,rational,no,48,highway,55.99931624,4.821487441790236
Volkswagen,1500,72,female,rational,yes,22,urban,41.48106666666666,2.983288761459043
Volvo,2400,62,male,rational,yes,27,urban,27.221950000000003,5.579137424027301
Volkswagen,1300,46,female,slow,no,35,urban,43.076013679999996,4.570408985904102
Skoda,1000,62,male,rational,yes,29,urban,65.33268,2.4968361928517244
Hyundai,1300,78,female,rational,yes,37,highway,62.222153846153844,3.344869747109612
Skoda,1500,28,male,nervous,yes,38,highway,59.453268,3.5952607348682664
Skoda,1300,30,female,rational,yes,36,highway,62.222153846153844,3.2544678620525955
Mercedes Benz,1300,51,female,rational,yes,26,urban,47.86276923076923,3.0556109132519893
Peugeot,1300,49,male,rational,yes,22,urban,50.25590769230769,2.4623970729503215
Hyundai,1400,24,male,rational,no,21,highway,54.599333334,2.1634879546494643
Toyota,1000,53,female,rational,no,24,urban,55.998817783999996,2.4107651793779876
Nissan,1500,71,female,rational,no,31,highway,48.53274074133333,3.5929353532571473
Nissan,2000,44,male,rational,no,45,highway,38.219533333799994,6.622922310151424
