Make,cc,Age,Gender,DriveStyle,Serviced,distance,Commute_type
Renault,1600,33,female,rational,yes,49,urban
Vauxhall,2400,62,female,distracted,yes,42,highway
Kia,1600,21,male,nervous,yes,43,highway
Nissan,1300,33,male,rational,yes,33,highway
Skoda,2000,28,male,rational,no,33,urban
Hyundai,2000,43,female,rational,yes,33,urban
Seat,1000,29,male,speedy,yes,40,urban
Seat,1600,41,male,distracted,yes,27,highway
Toyota,1600,50,female,speedy,yes,44,highway
Opel,2000,60,male,speedy,no,41,highway
Dacia,2000,63,female,speedy,yes,47,highway
Land Rover,2000,71,male,rational,no,42,urban
Nissan,1600,36,male,speedy,yes,41,highway
Kia,1300,35,male,rational,yes,44,urban
Peugeot,1500,22,male,speedy,no,33,highway
Skoda,1600,46,female,rational,yes,48,highway
Volkswagen,1400,37,female,speedy,no,44,urban
Dacia,2000,62,male,rational,yes,38,highway
Volkswagen,1600,37,female,rational,no,38,highway
Toyota,2000,27,male,rational,yes,40,urban
Volkswagen,1300,44,male,rational,no,47,urban
Honda,1600,28,male,speedy,yes,36,rural
Jaguar,1400,41,male,rational,yes,32,urban
Ford,1600,25,male,rational,no,46,highway
Renault,2000,25,female,rational,yes,45,highway
Audi,1600,26,male,rational,yes,44,highway
Peugeot,<900,71,male,rational,no,41,rural
Citroen,2000,38,female,speedy,yes,34,highway
Ford,1600,43,female,speedy,yes,35,urban
Ford,1500,50,female,rational,yes,31,urban
Hyundai,1600,35,female,rational,yes,36,rural
Ford,1500,46,male,speedy,no,46,highway
Dacia,1400,29,female,distracted,no,41,highway
Nissan,1300,15,female,rational,yes,27,highway
Honda,1500,63,female,speedy,yes,31,highway
Ford,2000,79,male,rational,yes,32,highway
BMW,2000,49,female,rational,yes,40,highway
Ford,2000,26,female,rational,no,29,urban
Peugeot,2000,62,male,rational,no,41,highway
Mercedes Benz,2000,20,female,nervous,no,28,highway
Volkswagen,2000,36,female,rational,yes,42,urban
Fiat,2000,46,male,speedy,yes,27,highway
Audi,1500,25,female,speedy,yes,44,highway
Nissan,1600,42,male,rational,yes,46,highway
Nissan,1300,48,male,distracted,yes,35,highway
Honda,1000,43,female,nervous,no,41,urban
Toyota,1400,52,female,slow,yes,37,highway
Toyota,1000,35,female,speedy,no,45,urban
Audi,2000,47,male,rational,no,30,highway
Nissan,1600,70,male,rational,no,48,rural
Audi,1600,17,female,rational,no,32,urban
Lexus,2000,45,female,rational,yes,40,highway
Volkswagen,2000,29,male,speedy,no,30,urban
Dacia,1500,37,male,nervous,no,34,highway
Ford,1600,29,female,rational,no,35,highway
Opel,1600,30,female,rational,no,39,urban
Opel,2000,30,male,rational,yes,35,urban
Toyota,1000,44,male,rational,yes,29,urban
Dacia,2000,44,female,rational,yes,47,highway
Vauxhall,2000,28,female,rational,no,35,highway
Volkswagen,2000,53,female,rational,yes,40,urban
Peugeot,1600,22,male,speedy,no,30,urban
Audi,2000,42,male,speedy,no,46,urban
Peugeot,1300,41,male,speedy,yes,42,urban
Fiat,>2400,59,male,rational,yes,37,urban
Ford,2000,33,male,speedy,no,35,highway
Volkswagen,2000,42,female,rational,yes,26,highway
BMW,1500,51,male,distracted,no,30,highway
Vauxhall,1400,47,male,speedy,yes,49,urban
Honda,1600,38,female,rational,yes,36,urban
Ford,1500,21,male,rational,no,35,highway
Ford,1000,62,male,rational,yes,41,urban
Seat,2400,25,male,distracted,yes,37,urban
Toyota,1300,57,male,rational,yes,42,rural
Toyota,1300,47,male,distracted,yes,31,urban
Vauxhall,2000,37,female,speedy,yes,35,highway
Dacia,1600,57,female,rational,yes,43,highway
Hyundai,1600,44,male,rational,yes,35,highway
Nissan,1400,44,female,slow,no,30,urban
Ford,2000,39,male,rational,yes,29,highway
Volkswagen,1300,40,female,rational,yes,37,urban
Vauxhall,1500,72,female,speedy,no,41,urban
Volkswagen,>2400,53,female,speedy,yes,48,highway
Ford,1300,64,male,rational,no,38,urban
Skoda,1500,33,female,speedy,yes,49,highway
Volkswagen,2000,19,female,speedy,yes,42,highway
Renault,2000,28,male,rational,no,36,highway
Renault,2000,70,male,rational,yes,42,highway
Peugeot,1600,40,male,nervous,no,40,highway
Opel,2000,60,male,rational,yes,44,highway
Dacia,<900,64,male,rational,no,43,urban
Toyota,1600,56,female,slow,yes,37,urban
Ford,2400,26,male,rational,no,32,urban
Toyota,1400,36,male,speedy,no,26,urban
Volvo,1500,29,female,rational,yes,25,urban
Ford,1000,67,male,speedy,yes,36,highway
Toyota,1600,33,female,distracted,yes,46,highway
Mercedes Benz,1000,49,male,rational,yes,36,urban
Ford,1400,16,male,rational,no,49,highway
Hyundai,<900,36,female,rational,yes,27,highway
Mazda,2000,36,female,rational,no,25,urban
Citroen,1600,53,male,rational,no,33,urban
Opel,2000,59,female,slow,no,32,highway
BMW,1600,45,male,rational,yes,44,urban
Volkswagen,1600,62,female,rational,no,27,highway
Peugeot,2000,26,male,nervous,yes,31,urban
Vauxhall,1300,31,male,nervous,yes,46,urban
Nissan,2400,36,male,rational,yes,44,urban
Mazda,1400,50,male,rational,no,26,highway
Citroen,1400,47,male,speedy,yes,33,urban
Volkswagen,2000,29,female,rational,no,49,highway
Opel,2000,42,male,rational,yes,32,highway
Hyundai,1400,36,male,speedy,no,25,highway
BMW,1000,64,male,nervous,no,35,urban
Volkswagen,1400,61,male,distracted,yes,30,rural
Nissan,1400,33,male,rational,no,47,urban
Volvo,1600,39,female,speedy,yes,30,rural
Renault,1600,62,female,slow,yes,44,highway
Citroen,2000,22,male,speedy,yes,25,highway
Volkswagen,1600,73,male,rational,yes,27,urban
Toyota,2400,59,female,rational,yes,32,urban
Toyota,1500,59,male,rational,no,37,highway
Volkswagen,1600,43,male,rational,yes,46,urban
Citroen,2400,32,male,speedy,yes,28,highway
Dacia,1600,64,female,speedy,no,38,highway
Audi,1300,36,male,rational,yes,29,highway
Honda,1600,64,male,rational,no,25,urban
Opel,1600,49,male,speedy,yes,34,urban
Renault,1600,51,male,rational,yes,46,highway
Toyota,1400,41,male,distracted,yes,44,highway
Opel,1300,34,female,rational,yes,25,highway
Vauxhall,2000,57,male,distracted,yes,45,urban
Hyundai,1600,28,male,rational,yes,49,urban
Ford,2000,59,male,speedy,yes,37,highway
Mazda,1500,22,male,rational,yes,28,highway
Nissan,1600,25,male,rational,no,25,urban
Nissan,1600,37,male,rational,yes,32,urban
Toyota,1600,57,male,nervous,no,43,urban
Citroen,1300,26,male,rational,yes,28,urban
Toyota,1400,40,male,rational,yes,37,urban
Nissan,1600,39,male,rational,yes,48,rural
Vauxhall,1500,25,female,rational,no,29,urban
Hyundai,1500,73,male,rational,no,43,highway
BMW,1300,21,female,speedy,yes,49,urban
Volkswagen,1400,36,male,rational,yes,47,urban
Kia,1500,35,female,nervous,no,41,urban
Renault,1000,38,female,rational,no,39,urban
Ford,1300,40,male,distracted,no,36,urban
Toyota,1600,52,female,distracted,yes,26,highway
Volkswagen,1600,60,male,rational,no,46,urban
Hyundai,>2400,55,female,speedy,no,30,urban
Renault,1500,62,male,rational,yes,35,highway
Audi,1000,32,male,rational,yes,32,urban
Ford,1600,45,male,rational,no,37,rural
Renault,2400,70,female,rational,no,40,highway
Mercedes Benz,1400,54,female,speedy,yes,28,highway
Kia,1500,52,male,rational,yes,31,highway
Toyota,1600,47,male,rational,no,44,urban
Volvo,1600,62,female,rational,yes,48,urban
Toyota,1300,48,female,nervous,yes,30,highway
Peugeot,2000,32,male,rational,no,26,urban
BMW,1500,30,male,rational,no,45,urban
Volkswagen,1600,41,male,rational,no,29,highway
Volkswagen,2000,34,female,rational,no,30,highway
Ford,1300,76,female,speedy,yes,39,urban
Audi,2000,49,male,rational,no,28,highway
Hyundai,1600,17,male,rational,yes,47,highway
Volkswagen,1300,39,female,rational,yes,29,urban
Hyundai,2000,53,male,rational,yes,35,urban
Nissan,2000,40,male,rational,yes,41,urban
Audi,1300,50,male,speedy,no,31,urban
Audi,1500,51,female,rational,yes,48,highway
Renault,2400,21,male,rational,yes,45,highway
Hyundai,2000,66,female,rational,yes,43,urban
Skoda,2000,36,male,nervous,yes,29,highway
Audi,1500,33,male,rational,yes,36,highway
BMW,2400,57,male,rational,yes,46,highway
Dacia,1300,70,male,rational,yes,36,urban
Kia,1300,18,male,rational,no,27,highway
Hyundai,2000,42,female,rational,yes,32,highway
Vauxhall,1600,25,female,rational,no,34,urban
Citroen,1400,54,male,rational,yes,43,urban
Skoda,2000,32,female,rational,yes,36,rural
Skoda,1600,40,female,rational,yes,28,highway
Ford,1500,44,male,slow,no,35,urban
Audi,2000,61,male,rational,yes,43,urban
Saab,2000,48,male,rational,yes,39,highway
Nissan,<900,34,male,speedy,yes,36,urban
BMW,1000,58,male,speedy,yes,42,highway
Nissan,2000,39,female,rational,no,42,highway
Volkswagen,1600,41,female,rational,yes,34,highway
Nissan,2000,25,male,speedy,no,35,urban
Renault,1500,73,female,rational,yes,46,urban
Opel,1300,38,male,rational,no,38,highway
Renault,>2400,68,male,slow,yes,49,urban
Mercedes Benz,2000,32,male,rational,yes,49,urban
Vauxhall,1600,31,female,rational,no,46,highway
Kia,1000,54,female,rational,yes,26,urban
Ford,2000,33,female,rational,yes,35,highway
Mitsubishi,1600,56,female,speedy,no,44,highway
BMW,1600,23,male,speedy,yes,48,highway
Volkswagen,1300,74,female,rational,no,44,highway
Nissan,1000,50,male,slow,yes,39,rural
Renault,1400,68,female,speedy,no,44,highway
Citroen,1400,25,male,nervous,yes,26,urban
Toyota,2000,36,male,speedy,yes,43,highway
Hyundai,1300,42,male,rational,yes,46,urban
Mercedes Benz,1600,51,male,rational,yes,26,highway
BMW,1500,52,male,rational,yes,33,urban
Mercedes Benz,1400,70,male,nervous,yes,28,highway
Volkswagen,1600,48,male,rational,yes,47,highway
Land Rover,2400,34,male,speedy,yes,37,highway
Opel,1600,34,female,rational,no,30,highway
Toyota,1600,54,female,rational,yes,49,urban
Nissan,<900,42,male,rational,no,32,highway
BMW,1400,43,female,rational,yes,44,urban
Ford,1400,26,female,rational,no,49,urban
Mazda,1400,24,female,rational,yes,46,urban
Audi,1000,41,female,speedy,no,27,rural
Opel,1600,20,male,rational,yes,32,urban
Dacia,2400,28,female,speedy,yes,33,highway
Toyota,2000,33,female,speedy,no,40,highway
Toyota,1600,31,male,speedy,yes,28,urban
Ford,1500,37,male,rational,yes,39,urban
Renault,1500,43,male,speedy,yes,47,highway
Dacia,1400,36,male,rational,yes,29,highway
Peugeot,1300,71,female,rational,no,36,highway
Mazda,1600,28,male,rational,yes,33,highway
Kia,2000,69,male,speedy,no,48,urban
Hyundai,1600,50,female,rational,yes,32,highway
Opel,1600,34,male,rational,yes,39,highway
Ford,2000,56,male,rational,no,26,highway
Ford,2000,34,male,rational,yes,28,urban
Hyundai,1300,16,male,rational,yes,40,rural
Kia,1600,57,male,rational,yes,35,urban
Renault,1600,66,male,rational,no,31,urban
Vauxhall,1400,27,male,distracted,yes,41,rural
Honda,2000,30,male,rational,yes,44,highway
Ford,2000,30,male,rational,yes,27,rural
Dacia,2400,53,female,rational,yes,28,highway
Ford,1300,26,female,speedy,yes,32,highway
Vauxhall,1400,46,female,rational,yes,49,rural
Mazda,2000,42,male,rational,yes,31,highway
Toyota,2000,64,female,rational,yes,38,urban
Suzuki,1500,32,male,rational,no,38,highway
Dacia,1600,34,male,rational,yes,31,highway
Hyundai,2000,20,female,nervous,no,47,urban
Dacia,1600,38,male,speedy,yes,40,highway
Dacia,1600,47,female,rational,no,39,urban
Nissan,1600,20,male,rational,yes,34,urban
Opel,1000,50,female,rational,yes,39,urban
Opel,2000,68,female,slow,yes,44,urban
Ford,2000,29,male,rational,yes,28,highway
Ford,1300,44,male,rational,yes,36,urban
Volkswagen,1500,25,female,slow,yes,42,rural
Opel,1600,32,male,speedy,no,48,highway
Seat,2000,53,female,rational,no,36,urban
Nissan,1600,53,female,rational,yes,33,urban
Toyota,1600,45,male,rational,no,34,highway
Ford,1600,25,male,speedy,yes,29,highway
Hyundai,2000,28,male,speedy,no,49,highway
Vauxhall,1600,37,female,rational,yes,28,urban
Skoda,1300,30,female,rational,no,45,urban
Seat,1600,59,female,rational,no,29,highway
Nissan,1300,23,male,speedy,yes,49,urban
Mercedes Benz,1300,40,male,rational,yes,45,highway
Ford,1000,42,female,rational,yes,45,urban
Volkswagen,1400,14,male,rational,no,44,urban
Fiat,2000,28,female,rational,yes,31,urban
Peugeot,>2400,25,female,rational,yes,36,urban
Kia,2000,60,female,rational,yes,37,urban
Seat,2000,37,male,distracted,no,28,highway
Nissan,1400,32,female,slow,no,49,urban
Toyota,2000,27,male,rational,yes,42,highway
Nissan,2400,29,female,rational,yes,28,urban
Peugeot,2400,51,male,rational,no,31,urban
Seat,2000,35,female,rational,yes,28,highway
Volkswagen,2400,79,female,speedy,yes,33,urban
Seat,1600,28,female,rational,yes,34,highway
BMW,2000,62,male,rational,yes,41,highway
Audi,1300,21,male,rational,yes,36,urban
Nissan,1600,41,female,rational,yes,37,urban
Renault,1000,54,female,speedy,yes,48,urban
Mazda,2000,25,female,rational,no,44,urban
Fiat,1300,65,female,rational,yes,46,highway
Opel,1600,82,female,slow,yes,34,highway
Nissan,2000,38,male,rational,yes,25,rural
Vauxhall,2000,51,female,distracted,yes,30,urban
Ford,1600,60,male,nervous,no,28,rural
Hyundai,1300,40,female,rational,no,40,urban
Toyota,1600,30,male,speedy,no,37,highway
Volkswagen,1600,32,male,rational,no,44,highway
Toyota,1300,41,female,speedy,yes,30,highway
Skoda,1400,40,female,speedy,yes,27,urban
Ford,1500,27,male,nervous,yes,47,urban
Vauxhall,1600,51,male,rational,no,47,urban
Opel,1400,25,male,speedy,yes,46,urban
Nissan,1400,20,male,nervous,yes,34,highway
Volkswagen,1500,62,female,rational,no,26,urban
Toyota,1500,33,male,distracted,yes,30,highway
Volkswagen,1600,46,male,speedy,yes,27,urban
Mercedes Benz,2000,22,female,speedy,no,25,highway
Volkswagen,2000,58,female,rational,yes,26,highway
Volkswagen,1500,59,male,rational,no,48,urban
Ford,1600,69,female,speedy,yes,33,highway
Ford,1400,39,male,rational,no,42,highway
Skoda,1500,44,female,rational,yes,26,highway
Nissan,1500,38,female,rational,yes,33,highway
BMW,1400,33,female,speedy,yes,25,urban
Seat,1000,47,male,rational,yes,33,highway
Volkswagen,1500,47,female,rational,no,46,urban
Seat,2000,31,male,rational,yes,47,highway
Ford,1500,53,male,distracted,yes,27,urban
Vauxhall,1500,21,male,rational,yes,28,urban
Ford,1600,15,male,rational,yes,36,highway
Skoda,2400,36,male,rational,yes,39,urban
Volkswagen,1600,32,male,rational,yes,28,urban
Volkswagen,2000,16,male,speedy,yes,30,highway
Peugeot,2000,31,male,rational,yes,34,rural
Volkswagen,2000,27,female,speedy,no,40,urban
Ford,2000,27,female,rational,yes,25,highway
Vauxhall,1600,36,male,rational,no,26,highway
Citroen,2000,39,female,rational,yes,29,highway
Chevrolet,1400,49,male,rational,yes,30,urban
Lexus,2000,58,female,rational,no,43,urban
Hyundai,1400,27,male,rational,no,42,highway
Nissan,1600,23,male,speedy,yes,34,highway
Volkswagen,1500,41,male,rational,no,27,rural
Ford,1600,29,female,rational,yes,34,highway
Hyundai,1600,20,female,rational,yes,25,highway
Skoda,1600,43,female,distracted,yes,42,urban
Toyota,1600,67,male,speedy,no,41,rural
Renault,2000,46,female,distracted,no,34,highway
Renault,1600,36,female,distracted,yes,33,rural
Volkswagen,1600,32,male,rational,yes,42,highway
Volkswagen,2000,52,male,rational,yes,27,highway
Ford,2000,39,male,speedy,yes,34,rural
Toyota,2000,47,male,rational,no,26,highway
Citroen,1600,48,male,rational,no,26,urban
Volkswagen,1300,34,female,rational,yes,49,urban
Renault,2000,26,male,rational,yes,32,urban
Hyundai,1500,26,male,rational,no,26,highway
Toyota,2000,30,male,speedy,no,28,urban
Nissan,2000,31,female,nervous,yes,38,urban
Fiat,1500,42,male,rational,yes,38,highway
Volkswagen,1500,40,female,rational,yes,40,urban
Kia,1600,45,female,rational,yes,34,highway
Jaguar,>2400,23,male,rational,yes,49,rural
Ford,>2400,20,male,rational,yes,35,highway
Volkswagen,2400,22,female,speedy,yes,48,highway
Peugeot,1500,43,male,rational,no,45,highway
Skoda,1600,36,female,rational,yes,43,urban
Volkswagen,2000,17,male,rational,yes,39,highway
Skoda,1300,57,male,rational,yes,44,highway
Kia,1600,40,male,rational,yes,34,urban
Nissan,1500,25,female,rational,yes,30,urban
Ford,2000,39,female,rational,yes,31,urban
Kia,1400,49,female,speedy,yes,36,highway
Audi,1600,43,female,speedy,yes,49,urban
Dacia,1600,69,male,speedy,yes,33,highway
Vauxhall,2000,39,male,speedy,yes,43,urban
Toyota,1600,77,female,rational,yes,26,highway
Hyundai,1600,21,female,rational,no,36,rural
Mercedes Benz,1600,32,male,rational,no,45,urban
Ford,1500,28,female,rational,yes,32,urban
Nissan,1500,17,female,distracted,yes,44,urban
Nissan,1500,46,male,rational,yes,37,highway
Hyundai,1300,46,female,rational,yes,30,rural
Volkswagen,2000,41,female,distracted,yes,44,highway
Hyundai,2000,31,male,speedy,yes,33,rural
Nissan,1000,54,male,rational,yes,49,highway
Volkswagen,1500,66,male,rational,yes,29,highway
Ford,2400,42,female,rational,yes,30,highway
Ford,1600,73,male,speedy,no,43,urban
Mercedes Benz,1300,44,female,rational,yes,41,highway
Volkswagen,2000,45,male,rational,yes,47,highway
Nissan,2000,65,female,speedy,yes,31,highway
Renault,1600,34,male,rational,yes,37,urban
Peugeot,2000,27,male,rational,yes,38,highway
Hyundai,1500,42,male,rational,yes,27,highway
Vauxhall,1600,69,female,rational,no,26,highway
Volkswagen,1500,21,male,speedy,yes,34,highway
Mercedes Benz,1600,61,male,rational,yes,41,highway
Ford,2000,39,female,slow,yes,26,highway
Skoda,2000,23,female,rational,yes,37,urban
Audi,2000,25,male,rational,yes,49,highway
Volkswagen,2000,30,male,speedy,no,27,highway
Hyundai,1600,37,male,rational,yes,26,urban
Skoda,1600,43,male,speedy,yes,25,urban
Toyota,1600,22,male,speedy,yes,47,urban
Volkswagen,1400,34,male,speedy,yes,38,urban
Toyota,1600,23,male,rational,yes,43,highway
Renault,2000,27,male,rational,yes,49,urban
Citroen,1600,43,male,rational,no,40,urban
Hyundai,1000,35,female,rational,no,43,highway
Mercedes Benz,2000,28,male,rational,yes,34,highway
Toyota,1400,45,female,rational,no,27,highway
Seat,1600,25,female,rational,no,29,highway
Hyundai,1600,19,male,nervous,no,47,highway
Mercedes Benz,1300,21,male,speedy,yes,26,highway
Nissan,1600,60,male,rational,no,47,urban
Opel,1300,31,female,rational,yes,49,urban
Renault,2400,41,male,rational,yes,36,highway
Ford,1600,67,male,rational,yes,27,urban
Toyota,2000,48,female,speedy,yes,49,urban
Skoda,1400,35,female,rational,yes,41,highway
Suzuki,2400,34,male,speedy,yes,46,highway
Peugeot,1400,32,female,rational,no,48,highway
Skoda,2000,41,male,rational,yes,35,highway
Mitsubishi,2000,40,female,rational,yes,28,urban
Hyundai,2000,30,female,rational,no,39,urban
Nissan,2400,29,male,nervous,yes,34,highway
Volkswagen,2000,28,male,speedy,no,34,urban
Ford,>2400,27,male,speedy,yes,26,highway
Kia,1500,37,female,rational,yes,27,rural
Ford,2000,28,female,rational,no,38,highway
Ford,1600,27,male,rational,no,40,highway
Ford,1600,12,male,rational,no,25,urban
Suzuki,1600,30,female,rational,yes,35,urban
BMW,1600,29,female,rational,yes,35,urban
BMW,2400,19,male,rational,yes,26,urban
Mazda,2000,22,male,rational,no,44,urban
Renault,1500,47,male,speedy,no,47,urban
Toyota,1000,36,male,rational,no,26,highway
Toyota,1300,54,male,rational,no,43,highway
Volkswagen,1600,32,male,speedy,yes,33,highway
Kia,1000,25,male,speedy,no,42,urban
Ford,1600,37,female,rational,yes,42,rural
Volkswagen,1600,52,female,speedy,yes,35,urban
Seat,2000,50,male,rational,yes,48,urban
Hyundai,1600,46,female,rational,no,25,urban
Toyota,1600,46,male,distracted,yes,42,highway
Ford,2000,27,male,rational,no,32,rural
BMW,1600,58,female,speedy,yes,30,highway
BMW,2000,32,male,speedy,no,48,urban
Volkswagen,1400,29,male,rational,yes,31,urban
Citroen,1000,27,male,rational,no,27,highway
Volkswagen,2000,19,female,rational,yes,38,urban
Mazda,1600,80,female,rational,no,34,urban
BMW,2000,16,male,distracted,yes,46,urban
Toyota,1600,52,female,slow,no,45,highway
Audi,1600,56,male,distracted,yes,31,rural
